,shopid,itemid,rating_star,cmt,Sentiment
3171,4149345,13432637,0,"She continued to ignore me, if by tomorrow she don't reply, I will demand refund",N
3173,4937640,18979710,5,"#1 for me this seller ;) if can give 10 star i will ;)
************+************",G
3175,4149345,43856858,5,Nicely wrapped! Thanks for the effort!,G
3176,4937640,19347989,5,Have one just like it and decided to order one more! Delivery was slightly slow but brush is excellent :),G
3178,4149345,14479774,0,Hi it has been one month but I have yet to receive it,N
3183,4149345,17709350,4, Good value for money. Wind is not that strong. However good price. ,G
3187,4937640,21273409,2, Poor product quality,B
3188,4149345,15247472,0,"Normal size, around 6 inches long, for eye shadows and eye brows.",N
3190,4937640,94479325,3, Product quality is ok,G
3194,4937640,18985906,2,Flimsy Poor product quality,B
3200,4937640,94479513,2," Poor product quality
Band is SUPER SHORT",B
3202,4937640,24088081,1,"did not receive 
",B
3205,4149345,15736580,1, Very poor delivery speed,B
3207,4149345,13432637,5,Super worth if when its $2! Very nice!,G
3209,4149345,13433352,5,My mum loves this!,G
3210,4149345,15735423,5,Receive the 2nd one in good condition. Seller is nice and kind to refund me the first one as is faulty.,G
3213,4937640,19379090,5,Didn't receive it ,B
3215,4937640,35281308,5,Miniature size! Very cute! Loves it!,G
3216,4937640,24088166,3, Product quality is ok,G
3217,4149345,237463973,5,Haven't tried it yet ,G
3222,4937640,17704724,5,Have yet to try it but it's sealed :),G
3229,4149345,111820941,5, Excellent service by seller,G
3230,4149345,13431702,5,"Received today, delivery time was still within as promised by Seller. Items was delivered in oetson by postman. Yet to try so I hope it works as illustrated by Seller",N
3231,4149345,16430598,3,Packaging were damaged,G
3235,4149345,21422121,5,Recommended,G
3237,4937640,19376409,2, Poor product quality,B
3238,4149345,70872994,0,"Heyy! I would like to ask this is two items have instocks? If have intsock, is possible to meet up and pay at the a same time? 😊😊",N
3240,4149345,13431842,3,Slow delivery,G
3246,4149345,404269238,5,Didn't receive but seller refunded ,N
3247,4149345,49770567,5,The seller is very prompt to my enquiry.,G
3248,4149345,15736397,2,Yet to try ... products received in fast timing..,B
3249,4937640,127478636,4, Good service by seller,G
3250,4149345,24119077,5,Recommended,G
3251,4937640,127478636,4,"Have tried the product. Delivery was Super slow (2 weeks) No on off switch, gotta rmb to off main power supply before leaving house! Makes hair a little dry but for the price point, can't rly complain much. Will recommend if you just wanna get a basic straightener ",B
3252,4937640,18983118,5,Item Received! Thanx!,G
3255,4149345,13432637,1, Very poor product quality. Does not fully light up. LED light is spoilt.,B
3257,4937640,18985414,5, Excellent service by seller,G
3258,4937640,17704072,3,Wrong Colour ,G
3262,4937640,18981571,5, Excellent service by seller. Seller responded very fast when I found out that one item was not delivered. Seller quickly made delivery within a few days . Pleasant experience with seller .,G
3265,4149345,13432637,1, Very poor product quality. LED is spoilt. Flickers and does not work properly.,B
3266,4149345,14480472,5,Works beautifully ,G
3267,4149345,14479082,3,Range for detection not good Product quality is ok,G
3268,4937640,129009223,1, Very poor product quality,B
3270,4149345,60615836,2, Poor product quality,B
3272,4937640,22563832,0,This is not rotating. it vibrates only,N
3278,4149345,17707898,5,"Gift for my little sister, thanj you for amazing quality & bubblewrap of items! ❤❤❤❤❤❤",G
3282,4149345,14483585,5,"HDMI to VGA converter (white colour in picture) is NOT Working but seller was gracious to refund it.
Good service! And crocodile clip is working fine.",N
3284,4149345,57201880,4,Quality ok with the price paid. But the shutter not working :(,B
3290,4937640,96340730,5, Excellent service by seller,G
3291,4149345,16752392,5,"A little long wait but product is very good! 
Happy with purchase :)",G
3294,4937640,17704724,4,Changes colour but smells more like soap than fruit,B
3298,4149345,13426634,5,Highly recommend 👍🏻,G
3299,4149345,14479925,0,is this a concealer or eyeshadow?😅,N
3301,4149345,361722031,5,"HDMI to VGA converter (white colour in picture) is NOT Working but seller was gracious to refund it.
Good service! And crocodile clip is working fine.",N
3302,4149345,16743208,5,Smaller then expected but worth it!,G
3309,4149345,26967234,4,Its cheap and it does work. But i wont recommend you to use this if u want to straighten ur hair frm the roots because it doesnt go through your hair. It would be useful to those who jus wanna straighten lower part of their hair as its easier to comb through. ,B
3311,4937640,18984693,3, Good Value,G
3313,4937640,24095270,1,"Item received. After inputting the perfume, the perfume keep leaking out from the bottom. The spot where perfume is transferred. Wasting my perfume. I bought 3 and all 3 have the same issue. ",B
3314,4149345,14481479,3,"great purchase deal , but sponge tear easily . But I mean item has 100 pieces . Cheap as well ",G
3315,4149345,14486670,5,Highly recommend 👍🏻,G
3318,4937640,18980941,5,Thx .seller ,G
3319,4937640,22564165,4, Great Value Great Item Quality,G
3322,4149345,15720455,5,👍🏻👍🏻👍🏻👍🏻,N
3325,4937640,112156358,3," Delivery time as expected. Product wise,  all the zip keep get stuck. Others than that the bag was OK. ",G
3328,4149345,29999485,5,Cheap and good!,G
3329,4149345,13423994,1,Glass broke upon receiving. Seller didn't refund nor provide another replacement. Not responsive seller. Very disappointed. ,B
3332,4149345,14481902,3,"Sponge is small and colour is not accurate to photo at all. It is not pastel/light coloured, just normal purple. ",G
3334,4149345,15735823,5,👍🏻👍🏻👍🏻👍🏻👍🏻,N
3336,4149345,15719739,5,Item received as listed. Best price in town. Quick shipping. Highly recommended!,G
3337,4149345,86741665,3, Delivery time as expected Product quality is ok Service by seller is ok,G
3340,4149345,51268945,4,Looks pinkish and nt so rose gold. Love it though but this colour gets dirty easily. ,N
3341,4149345,13423994,4,Average ,N
3343,4937640,24095322,3, Good Value,G
3344,4937640,24088198,5,Easy to carry around. Nice packaging,G
3345,4149345,60615728,5,great service!! sorry for the inconvenience caused!! >< i'll definitely purchase from you again!! ,G
3346,4149345,14483585,4,"Very thin wire , consider good at the price I paid",G
3347,4937640,16812206,5,good,G
3348,4937640,35279630,3, Good Value Good Delivery Speed Good Delivery Speed,G
3352,4149345,16431613,5,👍🏻👍🏻👍🏻👍🏻👍🏻👍🏻,N
3355,4149345,30004477,1,Item never came,B
3356,4149345,15720656,2,"Was really disappointed with this product as before purchase, the listing did not mention that this is mean for andriod and windows user only. This would be really convenient for people using android not apple. ",B
3358,4937640,18983888,5,good,G
3359,4149345,15735423,3,"Look scary , scare it catches fire",G
3360,4149345,185964127,1,did not received.,B
3361,4149345,15719000,2,"Have not try yet , but ordered on 14/7 and only received on today ",B
3364,4149345,49790575,5,Ultra thin material.  Material contains very less cotton.  ,G
3367,4937640,40486732,5, Excellent Value Excellent Item Quality,G
3368,4149345,26966795,5,Goooodddd,G
3375,4937640,18980338,1,Did not Receive product  ,B
3376,4937640,112156309,5,Received the bag. Exceed my expectation. Will buy more if you have different colors. Highly recommended. ,G
3377,4149345,15737299,1,Poor product quality. Plastic melted at one spot and found dirty brown spots even though it is supposed to be brand new. Seller did not want to give full refund. ,B
3378,4149345,17709894,5,useful.,G
3379,4149345,49790575,5,Ultra thin material.,G
3385,4149345,16743208,1,Break into half ,B
3390,4149345,13427422,5,Received in good condition! ,G
3392,4937640,35281304,5,Arrived in good condition! Fast and efficient (: ,G
3394,4937640,120005596,5,:))),G
3395,4937640,183517686,5,My girl loved the pencil case. Very unique,G
3399,4149345,21419969,3,One of the screw slit us faulty .,G
3403,4149345,16742949,5, Excellent Value,G
3406,4149345,16431132,1,Item arrived in bad condition. Should package it properly. ,B
3409,4149345,29999453,1,Led is very weak ,B
3410,4937640,21273409,5,"Delivery was fast.
Item received in good condition.
Thanks seller!",G
3411,4149345,81547050,4,working but slow delivery,N
3414,4149345,16743040,5,"How to play this ?
",N
3417,4149345,16426604,3,Tried the product. The whitening is nor even. Leave white patches. Use it at your own risk,G
3418,4149345,15247472,0,@karry.wjk good.  A bit of glue smell but quality is soft and nice,N
3419,4149345,15720294,5, Excellent Item Quality Excellent Value,G
3421,4149345,16443106,5,Received in good condition n quality is also good !! ,G
3423,4149345,15251326,5, Excellent service by seller Excellent service by seller,G
3424,4937640,18984937,3, Product quality is ok,G
3426,4937640,24088202,3, Product quality is ok unexpectedly thin. Would not have gotten so many pieces if I knew it was like that.,G
3428,4149345,42089916,2,"It looks legit when the item was first received. When it's tested out, only the light is working but not the mist function. Is it just me doesn't know how to use. :/ ",B
3429,4149345,46575050,5,"Received good condition 
 Good value for money",G
3430,4937640,24095331,5,Received my item is good condition. The sponge is abit hard tho. Thanks seller!! ,G
3432,4149345,17708745,5,Delivery was fast. The buyer was nice and able to answer my enquiry,G
3433,4149345,13424980,5,Good material but just kind of small,G
3435,4149345,26966759,4, Product quality is ok Delivery time as expected,N
3436,4937640,21273256,1,When I shake got sound and not working even after putting battery ,B
3438,4149345,13425860,5,Good! Light weight,G
3439,4149345,13432637,5, Excellent Item Quality Excellent Item Quality Excellent Value Excellent Item Quality Excellent Delivery Speed Excellent Overall Service,G
3441,4149345,15251326,5,"You get the quality you paid for, and it's quite good! Not dissapointed✨",G
3443,4149345,19335650,5,2nd purchase... Good!,G
3444,4937640,18982883,3, Product quality is ok,G
3446,4149345,16430948,3,Didn't expect the puzzle to be small..,G
3450,4149345,13432519,5,Able to receive call and play you tube! Good ,G
3453,4937640,185919380,3, Product quality is ok,G
3455,4149345,15719000,5,Good service! fast shipping,G
3456,4149345,24118966,3, Product quality is ok. But look old ,G
3459,4149345,42462759,5, Excellent service by seller,G
3462,4149345,13434286,5,Come with China type two pin,G
3467,4149345,85882755,3,The tester does not come with cable :(,G
3470,4937640,40486852,5,delivery took quite long imo. but overall not bad! ,G
3475,4149345,46508803,0,Thanks for including the mAh of the battery!,N
3477,4149345,14482633,5,Good! Recommend to buy,G
3483,4149345,15719776,3,Length need bit longer,G
3485,4937640,119025745,5, Excellent service by seller,G
3486,4937640,51424894,4,The Box was damaged but overall ok,N
3488,4149345,86889801,1,None of the 7 ports are working. I want a replacement else just refund it. Waste of money. ,B
