shopid,itemid,rating_star,cmt
4937640,22563853,1,Scammer! Didn't received product! Seller continously stalling for time so as to prevent buyer to open dispute! Extremely dishonest! Buy @ own risk!!!! 
4937640,44467101,5,Really fluffy and adorable! :)
4149345,85882755,5," Good product quality, just delivery was too slow."
4937640,18983118,4,Have not used item but casing was full of scratches and some powder residue when received. 
4149345,110639416,5, Fast delivery although it was shipped out from china. Hope the adhesive can last. Overall its not bad.
4149345,14477372,5," Good product quality, Fast delivery!"
4149345,14479774,5, Good product quality Good product quality Good value for money
4937640,44467148,4, Fast delivery
4149345,15720278,5,Thx seller
4937640,35923599,1,Extremely bad seller who resort to sent an invalid tracking number and pushing all blames to courier but themselves! Attempt @ own risk!!! 
4937640,18979710,1,Broke during shipment
4149345,14476821,0,Can cash ondiliver I want to buy🙂
4149345,60228441,5, Excellent service by seller
4149345,15737057,5,Thx seller
4149345,42089916,5, Good product quality Fast delivery Excellent service by seller
4149345,16429922,5, Fast delivery. Quick in response to queries. Thank you!
4149345,15719153,5,Received in good condition. Item was well packaged n protected. Shipment was fast too 👍🏻
4149345,15247463,5," Good product quality, Fast delivery"
4149345,14479774,4,"For the price, I guess the quality is ok. However, I was expecting that the slots are the same size as the other acrylic storage I already have.. but it's smaller that my Clinique chubby stick barely fits."
4149345,16432762,5, Fast delivery
4937640,24088131,5,Item came in and works as I expected! 
4149345,14476821,5,It came way to fast then expected. I really love the items.Thank you so damn much. Hope to deal with you more in the future. ❤
4937640,18984937,5, Good product quality. Well packaging!
4149345,15719153,5,Reasonable price and delivered within 2 weeks: )
4937640,40486880,1,Seller resort to sent parcel with missing items so as to cheat buyers.! 
4149345,14481902,5,"It was smaller than I expected, but I guess OK for the price.."
4149345,15250953,5,"Received in good condition, thank you! "
4149345,111879454,5, Good product quality Excellent service by seller
4937640,18985848,5, Good product quality
4937640,39918418,3, Product quality is ok
4149345,14479774,5,It came way to fast then expected. I really love the items.Thank you so damn much. Hope to deal with you more in the future. ❤
4937640,24088111,5, Fast delivery Good product quality
4937640,40486745,5, Fast delivery
4149345,16430598,2,Can't fit samsung 
4149345,15720360,5, Good product quality
4149345,14479925,5,It came way to fast then expected. I really love the items.Thank you so damn much. Hope to deal with you more in the future. ❤
4937640,21273292,4," Good value for money  t Fast delivery 
Just try and i find its alrigh"
4937640,24095270,5, Good product quality. No leakage! Thank you! 
4149345,13434803,5,"Definitely a great buy!! :) items were well wrapped in boxes and layers of foam, everything arrived in good working  condition :) the only drawback was that these took 2 weeks to be delivered. "
4937640,112156358,4, Good product quality Good service by seller
4937640,18985848,5, Good product quality Fast delivery
4149345,14485703,3,"Quality is ok. However, counted only 96 pcs & 2 of them are blanks.. and there's no good balance of the letters, i got some letters with too many pcs while 14 letters only have 1-2pcs each.😔"
4937640,17704793,2,"smells weird, like minty petrol? really cute but i dont think anyone is gonna dare to put this anywhere near their lips. "
4937640,18980941,4,Cheap n does d job as stated
4149345,13426634,5,Why only two lens? Should be three lens right?
4937640,46524204,5,"Cheaper alternative to Veet wax strips. However, it is less sticky hence needs more time and effort. Will still recommend :)"
4149345,14479774,5,"Definitely a great buy!! :) items were well wrapped in boxes and layers of foam, everything arrived in good working  condition :) the only drawback was that these took 2 weeks to be delivered. "
4149345,30004474,5, Fast delivery
4937640,18981088,5, Fast delivery
4149345,14482239,5,It came way to fast then expected. I really love the items.Thank you so damn much. Hope to deal with you more in the future. ❤
4149345,16429253,4,Good.
4937640,90548692,5, Good product quality
4149345,95550022,2, Poor product quality
4937640,24088131,5, Good product quality Fast delivery
4937640,18985848,5, Fast delivery Good product quality
4149345,54623609,4,"Received in good condition, yet to use it. "
4149345,15247462,5, Good product quality.  Good value for money.
4149345,29999513,5, Good product quality
4937640,18982022,2,this is a pencil eyeliner. its way too creamy and thick to use on your brows
4149345,197756954,5, Fast delivery 
4149345,16751354,5, Good product quality Excellent service by seller
4149345,14486824,3,"I didn't receive this usb, can it work without it?"
4149345,14481902,4,"Definitely a great buy!! :) items were well wrapped in boxes and layers of foam, everything arrived in good working  condition :) the only drawback was that these took 2 weeks to be delivered. 
Makeup sponge is smaller than expected though! But for the amount I think it's okay. "
4937640,18985414,5, Fast delivery
4937640,40486732,5, Good product quality Fast delivery 
4149345,15247463,4,Not long enough to cover double brushes..
4937640,265637027,4, Fast delivery Good service by seller But the light is not as bright as expected 
4937640,26495782,5,"Like the neck pillow, I'll order one for each family member. The others are not bad too. "
4149345,237463508,5, Good product quality Fast delivery Excellent service by seller
4937640,127478636,5,Have yet to try the product but really hope it suits to my liking:)  Fast delivery Excellent service by seller
4149345,14482314,5,It came way to fast then expected. I really love the items.Thank you so damn much. Hope to deal with you more in the future. ❤
4937640,18984825,1,"Fast delivery and most items were received in good condition. However bought two eyeliners and they came all leaking in the packaging. When contacted seller, she tried to avoid my questions about it. Disappointed in eyeliners as everyone raved so much about it. I don't even dare to use it now. "
4149345,238809445,5, Good product quality
4149345,42462744,5, Good product quality 
4937640,18983118,5,really good colours and pigmentation!! my new favourite brow kit!!!
4149345,15250953,5,Received item as described
4937640,18985848,5, Fast delivery
4149345,14477372,5, Good product quality Fast delivery
4149345,24118966,0,Is the item shipped locally?
4937640,19376409,5,Thx seller
4149345,63200112,5, Good product quality Fast delivery Excellent service by seller
4937640,18984937,1,"Fast delivery and most items were received in good condition. However bought two eyeliners and they came all leaking in the packaging. When contacted seller, she tried to avoid my questions about it. Disappointed in eyeliners as everyone raved so much about it. I don't even dare to use it now. "
4149345,15737299,5,"Definitely a great buy!! :) items were well wrapped in boxes and layers of foam, everything arrived in good working  condition :) the only drawback was that these took 2 weeks to be delivered. "
4937640,16812206,5, Good product quality
4937640,18984937,5, Good product quality Fast delivery Excellent service by seller
4937640,323892755,5, Good product quality Good product quality Good product quality
4937640,17703287,1,Palette was quite badly damaged upon receiving. :( 
4149345,46575306,5, Good product quality
4149345,16431852,5,"Definitely a great buy!! :) items were well wrapped in boxes and layers of foam, everything arrived in good working  condition :) the only drawback was that these took 2 weeks to be delivered. "
4149345,159766478,5, Good product quality Fast delivery Excellent service by seller
4937640,18985848,5, Good product quality Fast delivery Excellent service by seller
4937640,18985972,5, Fast delivery
4149345,15719000,5,Received item as described
4937640,17702205,5, Fast delivery
4937640,17704793,5," Good product quality
Cute! Perfect as gifts."
4149345,15247439,5, Good product quality
4937640,24088202,3,its really thin but not bad. 
4937640,19376409,1,Received damaged product!..how on earth can part of the brush b snipped off n yet b QC passed n shipped out??!!😡n wanted me to accept it 😤?!...no way lo even for a mere 20 cents! 
4149345,14484707,5,Good product quality Fast delivery
