,shopid,itemid,rating_star,cmt
2630,4937640,26495713,5,"It works flawlessly, just a bit noisy. However for the price paid, really can't complain much!"
2631,4149345,14482633,3, Product quality is ok Delivery time as expected
2637,4937640,26495647,5,good
2640,4937640,40486863,5,"Good mineral mud, very thick texture and feels good after applying. Only downside is that the removal process is rather tedious, but for this price-quality ratio, the product is impressive!"
2641,4149345,15247462,3, Product quality is ok
2643,4937640,40486717,1," Poor product quality, got electric shocked a couple of times "
2644,4937640,18985414,0,Cheap and does not give any effect to lashes .
2645,4937640,19372664,5, Nice and Responsive Seller who knows her job well and every info regarding the product and delivery details is at her fingertips.Strongly recommend to buy from her.
2646,4149345,19313368,0,Compass and thermometer are good but not the whistle
2648,4149345,106452955,3, Product quality is ok
2651,4149345,24118966,5, Excellent service by seller
2654,4149345,13433484,3,Ok only... plastic body got a lot of sharp edges
2657,4149345,115953281,3, Product quality is ok
2659,4937640,19378368,5,Bought one as a gift for Christmas and my friend loved it! Got another one for myself :) 
2660,4149345,238833053,3, Product quality is ok
2662,4149345,42462741,5, Excellent Delivery Speed
2663,4149345,16443411,5,"Cool!! Used to open door and window to sleep, now can anti mosquitos 😁😁😁"
2666,4149345,13432519,2, Poor product quality but good service
2667,4149345,42089916,3,When receive the box beside already broken.The product must be send in good.Hope next time buy will receive in good package.
2668,4149345,13433352,5,"Prompt delivery, the colander is medium size n the color is wat u see..its nice.. "
2672,4937640,22564113,5,$10+ for so many brushes = worth it! Seller was very friendly and efficient when I asked for the color of the brushes. Love the colors!! Would definitely purchase again if I need it in the future :) 
2674,4937640,18945556,0,@zofeerah yes
2676,4149345,13433352,5,"Prompt delivery, the colander is medium size n the color is wat u see..its nice"
2679,4149345,14479774,5,Amazing lip holder!!! So glad i got it :) 
2682,4149345,16431852,5," Excellent service by seller. Product as described, thanks!"
2687,4937640,24095270,5, Excellent service by seller!
2691,4149345,206469974,5, Good value for money but yet to try how it work the 30000 & how long can it be charged ..
2693,4149345,14481902,1,Super small
2694,4149345,14476821,5,Excellent service 
2695,4149345,13434748,0,Is it BPA free material?
2697,4937640,18983527,0,Eyeliner is so pretty!!
2698,4937640,26495797,4,"item was as described in the picture although colours are nt very pigmented, bt overall great purchase! 💗"
2699,4937640,40486735,5,Bought 10 bottles of these before this purchase and it is definitely good for its price! 
2709,4149345,49790515,2, Poor product quality Poor product quality Poor product quality Poor delivery speed Poor delivery speed Poor delivery speed
2710,4937640,19377938,5,"Super cheap and it fits well for my clarisonic aria. Brush hairs are really soft, feels identical to my original brush head just that the plastic part used feels cheap which does not affect the use of clarisonic anyways. "
2712,4149345,24119045,3, Product quality is ok
2714,4149345,49790515,2, Poor product quality Poor delivery speed
2715,4149345,14476821,4,The cover was broken but it's all good! 
2720,4149345,13432637,1,Product quality not very good. Feels very plastic and the effect can only be seen if brought VERY near the wall
2726,4937640,26495094,3, Product quality is ok
2730,4149345,106452591,0,"@nooryasmeen  dear, it is ready stock now "
2734,4149345,43856834,5,"Love this colour, the price was reasonable, its not very matte & not very glossy just nice. 👍🏻"
2736,4937640,44160990,5, Excellent service by seller
2739,4149345,43856834,2,"Product arrived in pristine condition, but it is not authentic BBIA. Seller never claimed that it was BBIA in the description so I should have realised. Pigmentation is poor and is not easy to apply. still usable if you're not picky. "
2743,4149345,43856825,3,Fish eyes lens are blurry 
2751,4149345,43856825,3,Fish eye lens are blurry 
2752,4149345,16430420,5,"Feels like High quality, gonna buy a second piece 👍🏽"
2753,4149345,66180133,5,Fast. Deal again. Thamkyou
2754,4937640,40486884,1,Never arrived at all. Seller claims item to be on the way
2755,4149345,15250829,0,"@heymermaid Dear , It normally takes 5-10 days to arrive your address , but sometimes maybe a little delay because of the problem of the weather , the Customs or your address , you can contact with me in chats when you have not received your order for a long time , we will glad to help you , thanks and have a nice day :)"
2763,4149345,86889199,0,"@aikazumirei sorry , dear , it is all complete set, we cannot split it "
2767,4149345,16427399,5,Remote working for dailin ac. Thanks 
2769,4149345,16431670,1,Missing all the parts in the pack. Only the main unit was in the pack. Cannot be used at all!!!
2771,4149345,13427298,0,Hi product from which country?
2773,4937640,24095270,3,Got no instraction of how to use it.
2774,4149345,16426604,0,@blupzx was it effective?
2784,4149345,16430598,1,Totally fallen apart after abit of trying out. Couldn't unscrew the macro lens after screwing the lens on. Please save your money.
2785,4937640,16804489,0,Hello can cash on delivery
2789,4149345,57201880,3, Product quality is ok but not suitable for iPhone 7 plus as it is too heavy
2791,4149345,13432925,5,awesome made my room more classy 😂
2792,4937640,18985005,2,No glitter as advertised.
2795,4149345,49790653,5, Excellent product  quality
2798,4149345,15249491,5,"Quality brushes and very light, soft yet sturdy to blend. But plastic handle have some colour paint chip off. Overall still satisfied for the price paid"
2799,4149345,17709916,1,"Noisy even though it is stated no noise. Wind is super weak. Don't waste your money on this.
"
2804,4937640,100428125,4,Delivery is a little delayed but the shimmer looks great ! idk why mine has a black spot on it tho .  Good service by seller !
2806,4937640,18983118,0,Do u do a meetup?!
2810,4149345,17707970,3,The lighter doesn't function. Tried lots of time but failed...
2811,4937640,26495649,2,A few sets were found with broken pieces of eyeshadow colour. 
2815,4149345,49790527,5,Very nice
2821,4149345,13432519,5,Superb product for such a price! 
2822,4937640,22564159,1," Poor product quality, brushes aren't smooth on the face"
2824,4937640,18985414,0,Cheap but has no effect and not waterproof.
2833,4937640,26495797,4, Product quality is ok
2839,4937640,282750352,2," Poor product quality+ Poor delivery speed. Item came in a poly mail with horrible support of styrofoam sponge, no bubble wrap to support the item. Boxes look like they were opened and was easy to open. They were dented too. Bought 3 fans and only 2 work. Pink fan didn't come with the battery & wire"
2841,4149345,17707091,5,"using this to hang at my toilet window sill. As mentioned in the item description,is suitable for doors of thickness 2.3cm, so will not fit over most singapore's room doors"
2846,4937640,21273379,5,Product well wrapped and delivered 
2847,4937640,282750352,2,"Comparing to the black fan ( working ) , you can see that the pink fan is spoiled"
2852,4149345,46509044,0,So nice..
2853,4149345,46508803,1,"Item not working,  good seller that offers a refund "
2856,4937640,16803999,2,"Not impressed/sastified with the product at all. Except for the liquid eyeliner, eyelash and brush cleaner, the rest of the items are horrible. The eye shadows that I bought are not pigmented and not true to the color at all. Really disappointed. However, eyeliner and eyelashes are good!"
2857,4149345,46575090,4,"the pen came nicely packed & it's exactly as shown in the pic. seems to be of good quality, very satisfied :)"
2859,4937640,282750352,2,"Waiting for the seller to advise on the spoiled pink fan, the other two white and black fan works perfectly and would be a overall good buy if the pink fan is not spoiled"
2860,4937640,103150845,1,"When the product arrived, it was broken. Spoke to seller and seller insisted that I could only get another one if I bought another item from the site. The seller refused to give any refund at all. "
2863,4149345,13431702,4,"It is a little shaky indeed, hard to bend (really very hard in fact) and I ""Kiaped"" the thing on perhaps a thicker bar hence it was moving. But for this price it's fine. Just that it may not work well then I wonder what's the purpose of buying :( iphone 6s"
2868,4937640,18984937,5,"This eyeliner is really pigmented and smudged proof! However, not really waterproof hence slightly disappointed. Not being waterproof aside, everything is perfect! Cute packaging, pigmented and smudge proof! Worth the buy!!"
2870,4149345,14477372,5,For 1.20$ it is indeed worth it! Smooth brush bristles didn't drop any hair.
2873,4937640,104304937,5, Excellent service by seller
2874,4937640,515183636,5, Excellent service by seller
2877,4149345,14485117,5,Item Received thanx alot!
2881,4937640,107241061,1,its more or less okay i guess . Item received. 
2882,4149345,14479774,5,"Looks good!!! Good price as well. Delivery came earlier than expected, not bad. Item wrapped v securely. "
2884,4937640,273164985,5,"Normal product quality, feels like the zip will spoil anytime. Delivery took quite some times but acceptable for me. Love the items ~ "
2885,4937640,16812206,3,Not pigmented at all and the shades look similar with each other in real life rather than what is shown in the pictures.
2886,4149345,14482633,5, Fabulous
2887,4937640,18985848,5,Extremely satisfied with this fake eyelashes! Have an extremely soft bone and gives off a really natural look! Worth the buy!
2888,4937640,110139884,3, Product quality is ok
2891,4149345,14481739,5,Cheap price and good material!
2892,4149345,30004477,4,Product still ok abit dented here n there at the handle area
2893,4149345,35945132,5,Well packed but yet to try out
2897,4937640,112156353,5,FAST DELIVERY. Good quality!! Amazing cos packed with bag cover as well!!!
2898,4937640,19379090,5,"Have yet to try, but overall it's good!"
2899,4149345,15719000,5,Best purchase I've ever made :)
2904,4937640,210159388,4, Product quality is ok
2905,4937640,22564312,3,Came late. But good 
2906,4937640,16812206,5, Excellent service by seller
2907,4149345,24119061,0,Are these instock?
